0,5.0623,0,0,0
0.012579,11.384,0.10344,0.00065059,0.00033369
0.025158,8.4511,0.2282,0.0027364,-0.0011592
0.037737,11.991,0.35677,0.0064155,-0.00054758
0.050316,12.543,0.51107,0.011874,-0.0070421
0.062895,10.166,0.6539,0.019201,-0.012635
0.075474,11.536,0.79039,0.028285,-0.0052961
0.088053,9.7797,0.92446,0.03907,-0.0094325
0.10063,13.444,1.0705,0.051615,0.0010989
0.11321,11.878,1.2298,0.066084,-0.025724
0.12579,8.4492,1.3576,0.082359,-0.021731
0.13837,8.9543,1.4671,0.10013,0.021109
0.15095,14.219,1.6129,0.1195,0.032827
0.16353,7.0504,1.7467,0.14063,-0.044635
0.17611,4.3737,1.8185,0.16306,0.04887
0.18868,10.297,1.9107,0.18649,0.14119
0.20126,7.2491,2.0211,0.21123,0.050373
0.21384,5.8689,2.1036,0.23717,0.086001
0.22642,8.7019,2.1952,0.26421,0.13725
0.239,14.302,2.3399,0.29274,0.076671
0.25158,15.671,2.5285,0.32336,-0.12364
0.26416,11.666,2.7004,0.35625,-0.2519
0.27674,8.1976,2.8254,0.391,-0.1577
0.28932,5.2668,2.9101,0.42708,0.016729
0.30189,5.1424,2.9755,0.46407,0.21053
0.31447,8.9569,3.0642,0.50206,0.29418
0.32705,11.174,3.1908,0.5414,0.14499
0.33963,9.6767,3.3219,0.58237,-0.027715
0.35221,12.519,3.4616,0.62504,-0.015752
0.36479,15.044,3.6349,0.66967,-0.17362
0.37737,9.3944,3.7886,0.71637,-0.38901
0.38995,8.1997,3.8993,0.76473,-0.11421
0.40253,8.8363,4.0065,0.81445,0.074744
0.41511,6.638,4.1038,0.86547,0.10444
0.42768,13.102,4.2279,0.91783,0.27896
0.44026,6.5614,4.3516,0.9718,-0.15411
0.45284,10.495,4.4588,1.0272,0.20714
0.46542,13.09,4.6072,1.0842,0.014771
0.478,6.0005,4.7273,1.143,-0.29058
0.49058,11.117,4.8349,1.2031,0.24539
0.50316,7.7773,4.9538,1.2647,-0.038045
0.51574,6.8573,5.0458,1.3276,0.18604
0.52832,7.2878,5.1348,1.3916,0.36898
0.54089,10.69,5.2478,1.4569,0.39353
0.55347,6.9345,5.3587,1.5236,0.021602
0.56605,8.2794,5.4544,1.5916,0.31385
0.57863,1.0541,5.5131,1.6606,0.26515
0.59121,7.5916,5.5674,1.7303,1.1456
0.60379,6.7231,5.6575,1.8009,0.64439
0.61637,10.119,5.7634,1.8727,0.56655
0.62895,-0.070561,5.8266,1.9456,0.070751
0.64153,6.8862,5.8695,2.0192,1.3215
0.65411,0.97752,5.919,2.0933,0.78785
0.66668,6.8555,5.9682,2.168,1.4702
0.67926,9.2301,6.0694,2.2438,0.8235
0.69184,7.631,6.1754,2.3208,0.1983
0.70442,4.5428,6.252,2.3989,0.22035
0.717,4.3154,6.3077,2.4779,0.74714
0.72958,5.7541,6.3711,2.5577,0.98751
0.74216,15.364,6.5039,2.6387,0.82482
0.75474,5.3895,6.6344,2.7213,-0.9799
0.76732,11.603,6.7413,2.8055,0.18683
0.77989,9.1541,6.8718,2.891,-0.55249
0.79247,4.6279,6.9585,2.978,-0.35601
0.80505,7.8427,7.0369,3.066,0.62179
0.81763,6.3894,7.1264,3.1551,0.33665
0.83021,10.824,7.2347,3.2455,0.53185
0.84279,7.2591,7.3484,3.3372,-0.34009
0.85537,7.6161,7.442,3.4302,0.10659
0.86795,4.2295,7.5165,3.5243,0.19614
0.88053,8.034,7.5937,3.6193,0.99888
0.89311,7.9124,7.694,3.7155,0.42078
0.90568,6.2703,7.7831,3.8128,0.23137
0.91826,5.1775,7.8551,3.9111,0.55536
0.93084,4.9797,7.919,4.0104,0.94557
0.94342,3.6802,7.9735,4.1103,1.1419
0.956,6.3892,8.0368,4.211,1.5465
0.96858,-2.5136,8.0612,4.3123,0.9969
0.98116,7.0892,8.09,4.4139,3.1369
0.99374,4.5456,8.1631,4.5161,1.3659
1.0063,7.1463,8.2366,4.6191,1.3949
1.0189,8.6112,8.3358,4.7235,0.68512
1.0315,0.059778,8.3905,4.8289,0.0067369
1.0441,12.657,8.4706,4.9351,2.1985
1.0566,1.0405,8.5562,5.0415,-0.64016
1.0692,2.9774,8.5815,5.1495,1.7235
1.0818,-2.7897,8.5827,5.2576,2.0273
1.0944,6.7538,8.6077,5.3659,3.8916
1.1069,1.8072,8.6612,5.4739,1.6487
1.1195,4.5718,8.7014,5.5832,2.3566
1.1321,6.8873,8.7736,5.6933,1.7454
1.1447,1.1919,8.8245,5.8042,0.77475
1.1573,4.6381,8.8612,5.9156,2.2646
1.1698,0.88898,8.8957,6.0266,1.6844
1.1824,2.73,8.9185,6.1388,2.7187
1.195,4.4507,8.9638,6.2515,2.4817
1.2076,-3.2256,8.9715,6.3645,1.8057
1.2202,-2.7277,8.934,6.4773,4.2089
1.2327,4.834,8.9471,6.589,4.9268
1.2453,8.7415,9.0327,6.7023,2.5175
1.2579,6.9925,9.1318,6.8167,0.22594
1.2705,1.3561,9.1844,6.9321,0.0093855
1.2831,4.2618,9.2198,7.0481,1.9903
1.2956,-1.6979,9.2358,7.1634,1.6499
1.3082,3.22,9.2454,7.2799,3.7492
1.3208,3.532,9.2879,7.3966,2.6707
1.3334,8.2208,9.362,7.5141,2.1531
1.3459,1.3088,9.4215,7.6315,0.15822
1.3585,3.9611,9.4547,7.7504,2.1057
1.3711,6.3676,9.5198,7.87,1.785
1.3837,4.7621,9.5899,7.9904,0.7146
1.3963,-0.53705,9.6165,8.1114,0.96063
1.4088,-3.0884,9.5939,8.2314,3.1854
1.4214,-0.67983,9.5701,8.3522,5.0418
1.434,-1.6886,9.5552,8.4727,4.739
1.4466,3.401,9.566,8.5931,5.0442
1.4592,1.879,9.5993,8.7139,3.0371
1.4717,3.6259,9.6337,8.8341,2.9374
1.4843,-2.9448,9.638,8.9555,2.1616
1.4969,-3.3626,9.5982,9.0767,4.6775
1.5095,-0.67977,9.5728,9.1974,5.7817
1.5221,-2.8892,9.5503,9.3179,5.0266
1.5346,-0.85911,9.5269,9.4372,5.7121
1.5472,0.17161,9.5225,9.5572,5.0728
1.5598,2.1477,9.5371,9.6772,4.3827
1.5724,1.3936,9.5594,9.7975,3.2503
1.5849,-2.7211,9.5511,9.917,3.1727
1.5975,3.1609,9.5539,10.037,4.9992
1.6101,3.6565,9.5969,10.158,3.0001
1.6227,-1.6014,9.6098,10.279,2.0413
1.6353,-5.5704,9.5646,10.4,4.1052
1.6478,1.3279,9.5381,10.519,6.695
1.6604,-0.22747,9.545,10.639,4.4366
1.673,2.6636,9.5604,10.76,4.3373
1.6856,-3.4095,9.5557,10.88,2.9418
1.6982,4.3409,9.5616,11.001,5.3024
1.7107,1.86,9.6003,11.12,2.4817
1.7233,-3.2351,9.5917,11.241,2.6361
1.7359,3.097,9.5908,11.362,5.1398
1.7485,-4.1301,9.5843,11.483,2.9975
1.7611,-5.9758,9.5206,11.603,5.7215
1.7736,-8.1738,9.4322,11.722,7.6159
1.7862,0.89834,9.3863,11.84,9.3842
1.7988,-4.0418,9.3665,11.958,5.5644
1.8114,0.31097,9.343,12.076,6.6134
1.8239,-5.4082,9.3112,12.193,4.8342
1.8365,-2.6527,9.2604,12.31,7.0383
1.8491,-4.4526,9.2156,12.426,6.4614
1.8617,1.9339,9.1998,12.542,7.1567
1.8743,-1.5318,9.2023,12.658,4.1836
1.8868,2.6199,9.2091,12.773,4.8584
1.8994,0.066601,9.226,12.89,2.9899
1.912,-0.72067,9.2219,13.006,3.6148
1.9246,-8.5178,9.1637,13.122,4.2464
1.9372,-0.96401,9.104,13.237,8.4925
1.9497,-2.5301,9.0821,13.35,6.1327
1.9623,-4.6966,9.0366,13.464,6.0866
1.9749,-2.0076,8.9944,13.578,7.1978
1.9875,3.8336,9.0059,13.691,6.1971
2.0001,-2.8637,9.012,13.805,2.7715
2.0126,1.6558,9.0044,13.918,5.0481
2.0252,-3.5086,8.9928,14.031,3.4912
2.0378,-5.7952,8.9341,14.144,5.6586
2.0504,-9.7216,8.8364,14.256,7.6601
2.0629,-1.0813,8.7689,14.366,10.478
2.0755,-6.3125,8.7223,14.476,6.8873
2.0881,-2.9625,8.6639,14.586,8.3849
2.1007,-6.5969,8.6036,14.694,7.1295
2.1133,-3.7552,8.5384,14.802,8.6312
2.1258,-6.3911,8.475,14.909,7.6416
2.1384,-6.9131,8.3912,15.015,8.7097
2.151,0.28233,8.3494,15.12,9.3808
2.1636,-4.7527,8.3212,15.225,5.7078
2.1762,-6.8311,8.2483,15.33,7.1227
2.1887,-5.3574,8.1721,15.432,8.7728
2.2013,-5.4037,8.1043,15.535,8.5632
2.2139,-3.6364,8.0473,15.637,8.5127
2.2265,-7.8406,7.975,15.738,7.5208
2.2391,-7.2905,7.8797,15.838,9.4823
2.2516,-7.4598,7.7875,15.936,9.8889
2.2642,-6.018,7.7026,16.033,10.13
2.2768,-3.8329,7.6405,16.13,9.4165
2.2894,-8.8424,7.5607,16.226,7.9413
2.3019,-12.497,7.4273,16.319,10.202
2.3145,-10.414,7.283,16.412,13.063
2.3271,-6.5952,7.1758,16.503,12.933
2.3397,-1.6179,7.1241,16.593,10.743
2.3523,-10.55,7.0474,16.682,7.1523
2.3648,-6.7376,6.9394,16.77,10.882
2.3774,-2.7168,6.8798,16.857,10.082
2.39,-5.2622,6.8295,16.943,7.5198
2.4026,-14.066,6.7078,17.028,8.0333
2.4152,-9.3269,6.5604,17.112,13.212
2.4277,-4.1029,6.4765,17.194,12.394
2.4403,-9.1736,6.3928,17.275,9.1262
2.4529,-8.0922,6.284,17.354,10.833
2.4655,-1.9102,6.221,17.433,10.833
2.4781,-11.316,6.1377,17.511,7.3005
2.4906,-7.3372,6.0211,17.587,11.406
2.5032,-14.06,5.8863,17.662,10.61
2.5158,-11.914,5.7227,17.735,14.181
2.5284,-5.1132,5.6154,17.807,14.239
2.5409,-10.277,5.5192,17.876,10.346
2.5535,-7.1987,5.4091,17.945,11.914
2.5661,-8.4008,5.3108,18.013,10.705
2.5787,-9.4238,5.1985,18.079,10.962
2.5913,-6.3433,5.0992,18.144,11.647
2.6038,-6.0085,5.022,18.207,10.11
2.6164,-10.373,4.9188,18.27,9.361
2.629,-9.6445,4.7927,18.331,11.623
2.6416,-7.6663,4.6836,18.391,12.018
2.6542,-10.244,4.5708,18.449,11.01
2.6667,-10.687,4.44,18.505,12.146
2.6793,-8.8799,4.3167,18.56,12.815
2.6919,-15.959,4.1602,18.614,12.003
2.7045,-7.6286,4.0116,18.665,15.844
2.7171,-4.7021,3.934,18.715,12.361
2.7296,-7.3196,3.8588,18.764,9.3899
2.7422,-7.0661,3.7682,18.812,9.85
2.7548,-9.9931,3.6607,18.859,9.8675
2.7674,-5.0877,3.5657,18.904,11.592
2.7799,-8.1315,3.4831,18.948,9.3329
2.7925,-11.994,3.3563,18.992,10.307
2.8051,-12.529,3.2018,19.033,12.931
2.8177,-6.276,3.0833,19.072,14.194
2.8303,-6.1048,3.0053,19.111,10.965
2.8428,-6.2395,2.9282,19.148,9.6975
2.8554,-9.3727,2.8298,19.184,9.3194
2.868,-8.7594,2.7156,19.219,11.034
2.8806,-6.6403,2.6186,19.253,11.29
2.8932,-11.556,2.5039,19.285,10.129
2.9057,-10.686,2.3649,19.315,12.62
2.9183,-11.256,2.2267,19.344,13.004
2.9309,-13.688,2.0695,19.371,13.481
2.9435,-16.097,1.8819,19.396,15.095
2.9561,-14.532,1.6889,19.419,17.109
2.9686,-9.4967,1.5387,19.439,16.905
2.9812,-5.7513,1.4427,19.458,13.839
2.9938,-8.5013,1.3529,19.475,10.505
3.0064,-11.858,1.2246,19.492,10.938
3.0189,-16.802,1.0455,19.506,13.093
3.0315,-5.7162,0.90364,19.518,16.817
3.0441,-9.9241,0.80511,19.529,11.552
3.0567,-10.615,0.67571,19.538,12.162
3.0693,-7.5702,0.56114,19.546,12.794
3.0818,-8.1839,0.46268,19.552,11.204
3.0944,-10.901,0.34244,19.557,10.997
3.107,-11.316,0.20247,19.561,12.547
3.1196,-9.6382,0.070458,19.563,13.354
3.1322,-10.91,-0.058997,19.563,12.641
3.1447,-6.7061,-0.1691,19.561,13.145
3.1573,-11.875,-0.28616,19.558,10.81
3.1699,-14.996,-0.45545,19.554,13.064
3.1825,-12.375,-0.62789,19.547,15.748
3.1951,-8.5849,-0.75994,19.538,15.144
3.2076,-8.7934,-0.86855,19.528,12.653
3.2202,-9.0806,-0.98116,19.516,11.879
3.2328,-13.323,-1.1223,19.503,11.773
3.2454,-7.9027,-1.256,19.488,14.282
3.2579,-11.535,-1.3775,19.472,11.931
3.2705,-8.94,-1.5065,19.453,13.266
3.2831,-15.709,-1.6618,19.433,12.187
3.2957,-10.044,-1.824,19.411,15.869
3.3083,-5.6024,-1.9226,19.388,13.789
3.3208,-8.448,-2.0104,19.363,10.365
3.3334,-10.622,-2.1306,19.337,10.844
3.346,-11.054,-2.2671,19.309,12.326
3.3586,-11.771,-2.4109,19.28,13.121
3.3712,-13.772,-2.5719,19.249,13.839
3.3837,-13.019,-2.7393,19.215,15.305
3.3963,-12.745,-2.9016,19.18,15.379
3.4089,-8.7682,-3.0371,19.142,15.241
3.4215,-4.5812,-3.1212,19.104,12.791
3.4341,-9.8055,-3.2119,19.064,9.3806
3.4466,-8.1676,-3.3242,19.023,11.305
3.4592,-6.0363,-3.4137,18.98,11.01
3.4718,-11.273,-3.5227,18.937,9.6159
3.4844,-11.712,-3.6675,18.891,12.277
3.4969,-10.578,-3.8069,18.845,13.502
3.5095,-10.449,-3.9393,18.796,13.258
3.5221,-11.376,-4.0768,18.745,13.092
3.5347,-10.637,-4.2155,18.693,13.594
3.5473,-8.2992,-4.3348,18.639,13.327
3.5598,-7.8366,-4.4357,18.585,11.816
3.5724,-2.0702,-4.4981,18.528,10.992
3.585,-5.1039,-4.5433,18.471,7.2036
3.5976,-6.2102,-4.6145,18.414,7.6749
3.6102,-9.1148,-4.7111,18.355,8.5148
3.6227,-2.4426,-4.7833,18.296,10.577
3.6353,-9.0786,-4.8559,18.235,7.2779
3.6479,-10.599,-4.9799,18.173,10.11
3.6605,-7.2295,-5.0922,18.109,12.053
3.6731,-10.92,-5.2065,18.044,10.71
3.6856,-13.055,-5.3564,17.978,12.464
3.6982,-12.58,-5.5179,17.91,14.39
3.7108,-12.884,-5.6783,17.839,14.797
3.7234,-4.5881,-5.7884,17.767,15.128
3.7359,-5.9123,-5.854,17.694,10.214
3.7485,-4.7901,-5.9214,17.62,9.246
3.7611,-9.2521,-6.0099,17.545,8.2161
3.7737,-4.9669,-6.0995,17.469,10.553
3.7863,-4.6527,-6.1601,17.392,8.7943
3.7988,-11.229,-6.2593,17.314,7.9694
3.8114,-8.5947,-6.3842,17.234,11.666
3.824,-5.1828,-6.471,17.153,11.398
3.8366,-6.5715,-6.5451,17.071,9.229
3.8492,-5.941,-6.6239,16.988,9.291
3.8617,-1.81,-6.6724,16.905,8.9302
3.8743,-11.098,-6.7537,16.821,6.2896
3.8869,-9.7813,-6.8852,16.735,10.983
3.8995,-10.202,-7.0111,16.647,11.875
3.9121,-12.133,-7.1518,16.558,12.452
3.9246,-4.2695,-7.2543,16.468,13.833
3.9372,-2.4647,-7.2968,16.376,9.5497
3.9498,-6.0413,-7.3504,16.284,6.9083
3.9624,-1.0178,-7.3948,16.191,8.1317
3.9749,-4.1666,-7.4272,16.098,5.5169
3.9875,-5.0453,-7.4853,16.004,6.4901
4.0001,-5.7114,-7.553,15.91,7.3754
4.0127,-5.0847,-7.621,15.814,8.0998
4.0253,-8.4667,-7.7064,15.718,7.9795
4.0378,-7.7845,-7.808,15.621,9.9945
4.0504,-3.8356,-7.8812,15.522,10.305
4.063,-7.802,-7.9545,15.422,8.0137
4.0756,-7.0605,-8.0481,15.321,9.6025
4.0882,-5.8654,-8.1296,15.219,9.7236
4.1007,-2.6516,-8.1828,15.117,9.0395
4.1133,-5.0809,-8.2315,15.014,6.8359
4.1259,-8.1091,-8.3146,14.91,7.5213
4.1385,0.82852,-8.3605,14.805,9.6126
4.1511,-4.2858,-8.3823,14.699,4.9223
4.1636,-1.2573,-8.4169,14.594,6.3475
4.1762,-10.424,-8.4905,14.488,5.0162
4.1888,-2.248,-8.5703,14.38,10.121
4.2014,-5.5617,-8.6195,14.272,6.9792
4.2139,-1.9799,-8.6667,14.164,7.8661
4.2265,-2.7327,-8.6964,14.054,6.0031
4.2391,-1.8094,-8.725,13.945,5.7905
4.2517,-2.6023,-8.7528,13.835,5.1512
4.2643,-5.868,-8.8061,13.724,5.4041
4.2768,-5.1173,-8.8748,13.613,7.4858
4.2894,-5.1908,-8.9397,13.501,7.7783
4.302,-8.0847,-9.0234,13.388,7.9285
4.3146,-1.5241,-9.0839,13.274,9.7469
4.3272,-7.4697,-9.1406,13.159,6.4022
4.3397,-2.9615,-9.2058,13.044,8.8222
4.3523,-1.2118,-9.2321,12.928,6.9453
4.3649,1.5991,-9.2296,12.812,5.202
4.3775,-3.7135,-9.2429,12.696,2.8596
4.3901,-4.3767,-9.2939,12.579,5.2555
4.4026,-1.0649,-9.3279,12.462,6.5233
4.4152,-3.2457,-9.3551,12.345,4.9602
4.4278,-3.3711,-9.3968,12.227,5.7272
4.4404,4.0179,-9.3927,12.108,6.0801
4.4529,-8.0169,-9.4177,11.991,1.6998
4.4655,-3.3696,-9.4894,11.872,7.4632
4.4781,-3.7564,-9.5343,11.752,6.7047
4.4907,-6.2822,-9.5976,11.631,6.6674
4.5033,-5.203,-9.6699,11.51,8.1951
4.5158,-0.54816,-9.7059,11.389,8.0871
4.5284,-1.7363,-9.7202,11.266,5.2078
4.541,-2.5834,-9.7475,11.144,4.8954
4.5536,-3.267,-9.7843,11.021,5.2997
4.5662,-7.2064,-9.8503,10.897,5.8626
4.5787,0.57485,-9.8917,10.774,8.4695
4.5913,-0.21968,-9.8895,10.649,4.66
4.6039,0.9251,-9.8851,10.524,3.7722
4.6165,-1.6466,-9.8896,10.4,2.7536
4.6291,-4.0647,-9.9256,10.275,3.9563
4.6416,1.6281,-9.9408,10.151,5.8656
4.6542,-1.879,-9.9424,10.025,3.0787
4.6668,1.4981,-9.9448,9.9002,4.2153
4.6794,-5.3055,-9.9688,9.7747,2.5633
4.6919,1.059,-9.9953,9.6499,6.1214
4.7045,1.7537,-9.9776,9.5241,3.5181
4.7171,2.2422,-9.9524,9.3986,2.1559
4.7297,4.3128,-9.9111,9.2734,1.3669
4.7423,3.9921,-9.8588,9.1489,-0.18163
4.7548,-3.0455,-9.8529,9.0257,-0.5438
4.7674,-1.1404,-9.8793,8.9014,3.6227
4.78,3.1935,-9.8663,8.777,3.9607
4.7926,1.4689,-9.837,8.6528,1.4362
4.8052,-0.44197,-9.8305,8.5289,1.5796
4.8177,-0.43494,-9.836,8.406,2.7982
4.8303,-7.3064,-9.8847,8.2818,3.233
4.8429,3.1198,-9.9111,8.157,7.5858
4.8555,-5.2206,-9.9244,8.0321,2.787
4.8681,0.53302,-9.9539,7.9069,6.1515
4.8806,3.0323,-9.9316,7.7826,3.8499
4.8932,0.87419,-9.907,7.6576,1.4942
4.9058,0.19647,-9.9002,7.5328,1.9635
4.9184,2.7704,-9.8816,7.4082,2.5466
4.9309,2.4052,-9.8492,7.2849,1.1846
4.9435,2.6145,-9.8176,7.161,0.91684
4.9561,1.6008,-9.791,7.0374,0.69258
4.9687,0.64381,-9.7769,6.9141,1.231
4.9813,3.9334,-9.7481,6.7911,2.0095
4.9938,2.0212,-9.7108,6.6695,0.28062
5.0064,1.28,-9.69,6.5473,0.82573
5.019,3.237,-9.6616,6.4254,1.4749
5.0316,3.153,-9.6213,6.3039,0.51331
5.0442,4.9984,-9.57,6.183,0.21817
5.0567,3.71,-9.5155,6.0637,-1.0155
5.0693,-0.21646,-9.4935,5.9439,-0.6729
5.0819,2.878,-9.4768,5.8244,1.8492
5.0945,2.7889,-9.4411,5.7053,0.86749
5.1071,5.9396,-9.3861,5.5866,0.56822
5.1196,5.9076,-9.312,5.4698,-1.4644
5.1322,3.5466,-9.2525,5.3528,-2.1773
5.1448,0.43592,-9.2274,5.2364,-0.9917
5.1574,3.4413,-9.2029,5.1203,1.336
5.1699,9.5086,-9.122,5.0058,0.33845
5.1825,4.6396,-9.0329,4.8914,-3.7279
5.1951,0.8848,-8.9981,4.7778,-2.2181
5.2077,2.1023,-8.9793,4.6645,0.61998
5.2203,7.8469,-8.9166,4.5518,0.89869
5.2328,3.8804,-8.8433,4.4408,-2.5109
5.2454,4.1541,-8.7927,4.3297,-1.3158
5.258,8.1454,-8.7152,4.2194,-1.0524
5.2706,5.9547,-8.6263,4.1101,-3.3964
5.2832,5.4719,-8.5544,4.0019,-2.9023
5.2957,3.6842,-8.4971,3.8953,-2.4292
5.3083,8.7562,-8.4188,3.7887,-1.1664
5.3209,6.444,-8.323,3.6833,-3.8107
5.3335,1.8746,-8.2706,3.5787,-3.3505
5.3461,8.2532,-8.2068,3.4749,-0.39251
5.3586,9.5217,-8.0957,3.373,-3.2246
5.3712,3.5141,-8.0136,3.2715,-5.0201
5.3838,7.7588,-7.9425,3.171,-1.9959
5.3964,6.7693,-7.851,3.0715,-3.5002
5.4089,6.6783,-7.767,2.9739,-3.4374
5.4215,13.429,-7.6403,2.8768,-3.3592
5.4341,5.4121,-7.5216,2.7813,-7.4567
5.4467,8.9012,-7.4314,2.6871,-4.0335
5.4593,9.4897,-7.3156,2.5942,-4.9324
5.4718,7.8851,-7.207,2.5035,-5.6159
5.4844,5.756,-7.121,2.4132,-4.8816
5.497,1.819,-7.0733,2.3238,-3.3158
5.5096,12.242,-6.9847,2.2352,-0.34564
5.5222,5.3211,-6.8741,2.1479,-5.6456
5.5347,6.6724,-6.7991,2.0624,-3.3253
5.5473,6.8005,-6.7142,1.9773,-3.3152
5.5599,10.572,-6.6048,1.8934,-3.3898
5.5725,7.5174,-6.4908,1.8109,-5.7217
5.5851,5.9786,-6.4058,1.7296,-4.695
5.5976,8.6985,-6.3141,1.6501,-3.3846
5.6102,6.0797,-6.221,1.5712,-4.5748
5.6228,7.9204,-6.1328,1.4933,-3.4031
5.6354,1.3077,-6.0746,1.4164,-4.106
5.6479,5.6673,-6.031,1.3408,-0.31761
5.6605,10.089,-5.9318,1.2654,-1.6172
5.6731,3.9694,-5.8432,1.1912,-4.7878
5.6857,10.577,-5.7516,1.1182,-2.1901
5.6983,12.617,-5.6054,1.0466,-5.2925
5.7108,4.1309,-5.5008,0.97721,-7.6572
5.7234,7.4056,-5.4281,0.90836,-3.3225
5.736,11.502,-5.309,0.84072,-3.7623
5.7486,5.8433,-5.1997,0.77451,-6.4243
5.7612,13.461,-5.0781,0.70976,-3.9249
5.7737,5.1249,-4.9619,0.64701,-7.6804
5.7863,14.946,-4.8355,0.58529,-3.9384
5.7989,11.43,-4.6693,0.52541,-8.5929
5.8115,7.6492,-4.5491,0.46733,-8.1208
5.8241,9.3853,-4.4418,0.41069,-5.6399
5.8366,3.3115,-4.3624,0.35566,-5.8072
5.8492,10.814,-4.2734,0.30126,-2.155
5.8618,8.3449,-4.1527,0.24817,-5.4252
5.8744,9.9487,-4.0375,0.19657,-5.094
5.8869,2.8051,-3.9578,0.1466,-5.9549
5.8995,13.578,-3.8546,0.097385,-1.8986
5.9121,12.486,-3.6904,0.049852,-7.0222
5.9247,10.564,-3.5451,0.0042686,-8.2004
5.9373,9.4601,-3.419,-0.039605,-7.4502
5.9498,4.8802,-3.3294,-0.081783,-6.5052
5.9624,8.9608,-3.2422,-0.12318,-3.3652
5.975,11.847,-3.1111,-0.16321,-4.7282
5.9876,10.05,-2.9731,-0.20154,-6.9834
6.0002,15.072,-2.8149,-0.238,-6.6978
6.0127,9.6489,-2.6604,-0.27222,-9.6645
6.0253,7.2321,-2.554,-0.30507,-7.4183
6.0379,10.87,-2.44,-0.33654,-5.1318
6.0505,15.107,-2.2763,-0.36625,-6.5315
6.0631,9.9428,-2.1185,-0.39394,-9.6257
6.0756,10.281,-1.9921,-0.41963,-7.584
6.0882,11.472,-1.8551,-0.44386,-7.0552
6.1008,7.0915,-1.7381,-0.4665,-7.5927
6.1134,7.3849,-1.6469,-0.48783,-5.1086
6.1259,8.6826,-1.5465,-0.50779,-4.393
6.1385,7.3311,-1.4456,-0.52664,-4.9284
6.1511,10.702,-1.332,-0.54414,-4.2952
6.1637,10.818,-1.1964,-0.56006,-6.1276
6.1763,6.2629,-1.0888,-0.57446,-6.859
6.1888,6.3835,-1.0098,-0.58758,-4.3377
6.2014,4.2803,-0.94258,-0.59988,-3.5031
6.214,12.717,-0.83549,-0.61108,-1.9167
6.2266,9.849,-0.69332,-0.62071,-6.5027
6.2392,10.398,-0.56577,-0.62864,-6.4015
6.2517,8.7452,-0.44612,-0.63497,-6.7009
6.2643,7.0581,-0.34656,-0.63996,-5.7982
